date,amfi_code,nav,nav_was_forward_filled
2022-04-18,100016,518.7241,False
2022-04-19,100016,518.493,False
2022-04-20,100016,518.9178,False
2022-04-21,100016,519.9214,False
2022-04-22,100016,526.4763,False
2022-04-23,100016,526.4763,True
2022-04-24,100016,526.4763,True
2022-04-25,100016,525.6507,False
2022-04-26,100016,525.3674,False
2022-04-27,100016,520.5493,False
2022-04-28,100016,524.6005,False
2022-04-29,100016,525.7251,False
2022-04-30,100016,525.7251,True
2022-05-01,100016,525.7251,True
2022-05-02,100016,524.0515,False
2022-05-03,100016,515.5881,False
2022-05-04,100016,522.4674,False
2022-05-05,100016,517.1078,False
2022-05-06,100016,514.6837,False
2022-05-07,100016,514.6837,True
2022-05-08,100016,514.6837,True
2022-05-09,100016,516.5793,False
2022-05-10,100016,511.4204,False
2022-05-11,100016,504.9889,False
2022-05-12,100016,495.8735,False
2022-05-13,100016,499.2941,False
2022-05-14,100016,499.2941,True
2022-05-15,100016,499.2941,True
2022-05-16,100016,497.1556,False
2022-05-17,100016,510.4206,False
2022-05-18,100016,506.2251,False
2022-05-19,100016,502.3871,False
2022-05-20,100016,500.1462,False
2022-05-21,100016,500.1462,True
2022-05-22,100016,500.1462,True
2022-05-23,100016,501.4785,False
2022-05-24,100016,499.6609,False
2022-05-25,100016,502.6257,False
2022-05-26,100016,498.5637,False
2022-05-27,100016,492.78,False
2022-05-28,100016,492.78,True
2022-05-29,100016,492.78,True
2022-05-30,100016,485.277,False
2022-05-31,100016,476.0989,False
2022-06-01,100016,474.1732,False
2022-06-02,100016,473.1602,False
2022-06-03,100016,470.7754,False
2022-06-04,100016,470.7754,True
2022-06-05,100016,470.7754,True
2022-06-06,100016,476.2119,False
2022-06-07,100016,481.6458,False
2022-06-08,100016,480.4735,False
2022-06-09,100016,473.1759,False
2022-06-10,100016,471.0598,False
2022-06-11,100016,471.0598,True
2022-06-12,100016,471.0598,True
2022-06-13,100016,468.8163,False
2022-06-14,100016,466.3477,False
2022-06-15,100016,463.7261,False
2022-06-16,100016,461.2993,False
2022-06-17,100016,459.9666,False
2022-06-18,100016,459.9666,True
2022-06-19,100016,459.9666,True
2022-06-20,100016,457.6317,False
2022-06-21,100016,458.7099,False
2022-06-22,100016,460.4075,False
2022-06-23,100016,456.9604,False
2022-06-24,100016,462.3501,False
2022-06-25,100016,462.3501,True
2022-06-26,100016,462.3501,True
2022-06-27,100016,458.6076,False
2022-06-28,100016,452.344,False
2022-06-29,100016,454.0998,False
2022-06-30,100016,451.0707,False
2022-07-01,100016,452.584,False
2022-07-02,100016,452.584,True
2022-07-03,100016,452.584,True
2022-07-04,100016,443.3196,False
2022-07-05,100016,449.0289,False
2022-07-06,100016,451.9322,False
2022-07-07,100016,446.2213,False
2022-07-08,100016,440.6669,False
2022-07-09,100016,440.6669,True
2022-07-10,100016,440.6669,True
2022-07-11,100016,447.4448,False
2022-07-12,100016,444.7739,False
2022-07-13,100016,441.7416,False
2022-07-14,100016,433.2246,False
2022-07-15,100016,432.1093,False
2022-07-16,100016,432.1093,True
2022-07-17,100016,432.1093,True
2022-07-18,100016,431.4649,False
2022-07-19,100016,434.4201,False
2022-07-20,100016,429.3142,False
2022-07-21,100016,423.8151,False
2022-07-22,100016,425.7236,False
2022-07-23,100016,425.7236,True
2022-07-24,100016,425.7236,True
2022-07-25,100016,429.7419,False
2022-07-26,100016,424.047,False
2022-07-27,100016,428.3319,False
2022-07-28,100016,428.6948,False
2022-07-29,100016,433.0659,False
2022-07-30,100016,433.0659,True
2022-07-31,100016,433.0659,True
2022-08-01,100016,433.0211,False
2022-08-02,100016,423.7137,False
2022-08-03,100016,423.3646,False
2022-08-04,100016,427.5619,False
2022-08-05,100016,424.424,False
2022-08-06,100016,424.424,True
2022-08-07,100016,424.424,True
2022-08-08,100016,423.1925,False
2022-08-09,100016,422.7537,False
2022-08-10,100016,412.293,False
2022-08-11,100016,418.6311,False
2022-08-12,100016,415.5307,False
2022-08-13,100016,415.5307,True
2022-08-14,100016,415.5307,True
2022-08-15,100016,417.6036,False
2022-08-16,100016,417.4997,False
2022-08-17,100016,422.3739,False
2022-08-18,100016,424.1079,False
2022-08-19,100016,423.4485,False
2022-08-20,100016,423.4485,True
2022-08-21,100016,423.4485,True
2022-08-22,100016,420.3416,False
2022-08-23,100016,423.5281,False
2022-08-24,100016,416.803,False
2022-08-25,100016,419.4003,False
2022-08-26,100016,415.5691,False
2022-08-27,100016,415.5691,True
2022-08-28,100016,415.5691,True
2022-08-29,100016,420.401,False
2022-08-30,100016,421.2166,False
2022-08-31,100016,423.8348,False
2022-09-01,100016,424.3603,False
2022-09-02,100016,418.068,False
2022-09-03,100016,418.068,True
2022-09-04,100016,418.068,True
2022-09-05,100016,415.1206,False
2022-09-06,100016,417.805,False
2022-09-07,100016,418.6355,False
2022-09-08,100016,423.2368,False
2022-09-09,100016,424.9639,False
2022-09-10,100016,424.9639,True
2022-09-11,100016,424.9639,True
2022-09-12,100016,421.5737,False
2022-09-13,100016,418.8403,False
2022-09-14,100016,419.437,False
2022-09-15,100016,411.1759,False
2022-09-16,100016,417.5046,False
2022-09-17,100016,417.5046,True
2022-09-18,100016,417.5046,True
2022-09-19,100016,419.3505,False
2022-09-20,100016,424.1319,False
2022-09-21,100016,418.4765,False
2022-09-22,100016,423.3133,False
2022-09-23,100016,431.9494,False
2022-09-24,100016,431.9494,True
2022-09-25,100016,431.9494,True
2022-09-26,100016,427.1671,False
2022-09-27,100016,430.305,False
2022-09-28,100016,430.5313,False
2022-09-29,100016,424.9261,False
2022-09-30,100016,426.9974,False
2022-10-01,100016,426.9974,True
2022-10-02,100016,426.9974,True
2022-10-03,100016,430.3701,False
2022-10-04,100016,428.3154,False
2022-10-05,100016,432.9656,False
2022-10-06,100016,426.8679,False
2022-10-07,100016,421.495,False
2022-10-08,100016,421.495,True
2022-10-09,100016,421.495,True
2022-10-10,100016,422.2208,False
2022-10-11,100016,422.5333,False
2022-10-12,100016,420.0881,False
2022-10-13,100016,423.3166,False
2022-10-14,100016,425.5227,False
2022-10-15,100016,425.5227,True
2022-10-16,100016,425.5227,True
2022-10-17,100016,428.9765,False
2022-10-18,100016,428.7321,False
2022-10-19,100016,431.2389,False
2022-10-20,100016,429.769,False
2022-10-21,100016,437.8501,False
2022-10-22,100016,437.8501,True
2022-10-23,100016,437.8501,True
2022-10-24,100016,434.9481,False
2022-10-25,100016,443.3278,False
2022-10-26,100016,443.6931,False
2022-10-27,100016,438.5694,False
2022-10-28,100016,444.122,False
2022-10-29,100016,444.122,True
2022-10-30,100016,444.122,True
2022-10-31,100016,444.8448,False
2022-11-01,100016,448.4277,False
2022-11-02,100016,453.5279,False
2022-11-03,100016,455.1164,False
2022-11-04,100016,452.9791,False
2022-11-05,100016,452.9791,True
2022-11-06,100016,452.9791,True
2022-11-07,100016,457.1295,False
2022-11-08,100016,457.3685,False
2022-11-09,100016,460.3808,False
2022-11-10,100016,451.9519,False
2022-11-11,100016,453.9711,False
2022-11-12,100016,453.9711,True
2022-11-13,100016,453.9711,True
2022-11-14,100016,451.6546,False
2022-11-15,100016,458.5248,False
2022-11-16,100016,461.2893,False
2022-11-17,100016,462.5046,False
2022-11-18,100016,464.7322,False
2022-11-19,100016,464.7322,True
2022-11-20,100016,464.7322,True
2022-11-21,100016,460.8957,False
2022-11-22,100016,467.7825,False
2022-11-23,100016,476.316,False
2022-11-24,100016,478.216,False
2022-11-25,100016,485.221,False
2022-11-26,100016,485.221,True
2022-11-27,100016,485.221,True
2022-11-28,100016,483.0407,False
2022-11-29,100016,479.9044,False
2022-11-30,100016,480.3253,False
2022-12-01,100016,482.4201,False
2022-12-02,100016,480.9949,False
2022-12-03,100016,480.9949,True
2022-12-04,100016,480.9949,True
2022-12-05,100016,483.5309,False
2022-12-06,100016,485.0894,False
2022-12-07,100016,481.0854,False
2022-12-08,100016,483.5409,False
2022-12-09,100016,487.4889,False
2022-12-10,100016,487.4889,True
2022-12-11,100016,487.4889,True
2022-12-12,100016,488.4785,False
2022-12-13,100016,493.7241,False
2022-12-14,100016,488.7036,False
2022-12-15,100016,490.9778,False
2022-12-16,100016,486.1873,False
2022-12-17,100016,486.1873,True
2022-12-18,100016,486.1873,True
2022-12-19,100016,481.6822,False
2022-12-20,100016,479.2566,False
2022-12-21,100016,475.5366,False
2022-12-22,100016,473.4881,False
2022-12-23,100016,472.8386,False
2022-12-24,100016,472.8386,True
2022-12-25,100016,472.8386,True
2022-12-26,100016,476.5883,False
2022-12-27,100016,475.4855,False
2022-12-28,100016,469.1246,False
2022-12-29,100016,474.1097,False
2022-12-30,100016,470.8654,False
2022-12-31,100016,470.8654,True
2023-01-01,100016,470.8654,True
2023-01-02,100016,470.8644,False
2023-01-03,100016,472.9663,False
2023-01-04,100016,474.0441,False
2023-01-05,100016,478.8877,False
2023-01-06,100016,481.1631,False
2023-01-07,100016,481.1631,True
2023-01-08,100016,481.1631,True
2023-01-09,100016,477.7684,False
2023-01-10,100016,487.2879,False
2023-01-11,100016,488.3757,False
2023-01-12,100016,487.9931,False
2023-01-13,100016,492.4132,False
2023-01-14,100016,492.4132,True
2023-01-15,100016,492.4132,True
2023-01-16,100016,493.7523,False
2023-01-17,100016,495.7495,False
2023-01-18,100016,507.0277,False
2023-01-19,100016,506.06,False
2023-01-20,100016,504.9042,False
2023-01-21,100016,504.9042,True
2023-01-22,100016,504.9042,True
2023-01-23,100016,505.6844,False
2023-01-24,100016,510.7491,False
2023-01-25,100016,504.268,False
2023-01-26,100016,495.8578,False
2023-01-27,100016,493.5515,False
2023-01-28,100016,493.5515,True
2023-01-29,100016,493.5515,True
2023-01-30,100016,486.7415,False
2023-01-31,100016,485.1715,False
2023-02-01,100016,487.5779,False
2023-02-02,100016,484.0122,False
2023-02-03,100016,478.2065,False
2023-02-04,100016,478.2065,True
2023-02-05,100016,478.2065,True
2023-02-06,100016,478.7459,False
2023-02-07,100016,482.6505,False
2023-02-08,100016,475.7347,False
2023-02-09,100016,479.4358,False
2023-02-10,100016,483.1532,False
2023-02-11,100016,483.1532,True
2023-02-12,100016,483.1532,True
2023-02-13,100016,487.4872,False
2023-02-14,100016,493.0082,False
2023-02-15,100016,502.9354,False
2023-02-16,100016,501.6171,False
2023-02-17,100016,502.3612,False
2023-02-18,100016,502.3612,True
2023-02-19,100016,502.3612,True
2023-02-20,100016,500.7778,False
2023-02-21,100016,501.045,False
2023-02-22,100016,508.1265,False
2023-02-23,100016,502.3938,False
2023-02-24,100016,498.8505,False
2023-02-25,100016,498.8505,True
2023-02-26,100016,498.8505,True
2023-02-27,100016,505.2068,False
2023-02-28,100016,510.0352,False
2023-03-01,100016,508.6667,False
2023-03-02,100016,512.7785,False
2023-03-03,100016,514.5893,False
2023-03-04,100016,514.5893,True
2023-03-05,100016,514.5893,True
2023-03-06,100016,521.7123,False
2023-03-07,100016,522.3246,False
2023-03-08,100016,527.3425,False
2023-03-09,100016,540.0526,False
2023-03-10,100016,543.1889,False
2023-03-11,100016,543.1889,True
2023-03-12,100016,543.1889,True
2023-03-13,100016,543.7057,False
2023-03-14,100016,547.4632,False
2023-03-15,100016,545.984,False
2023-03-16,100016,557.892,False
2023-03-17,100016,559.067,False
2023-03-18,100016,559.067,True
2023-03-19,100016,559.067,True
2023-03-20,100016,558.0108,False
2023-03-21,100016,554.1991,False
2023-03-22,100016,559.8766,False
2023-03-23,100016,564.466,False
2023-03-24,100016,562.2856,False
2023-03-25,100016,562.2856,True
2023-03-26,100016,562.2856,True
2023-03-27,100016,565.443,False
2023-03-28,100016,558.258,False
2023-03-29,100016,559.4579,False
2023-03-30,100016,561.9861,False
2023-03-31,100016,570.8065,False
2023-04-01,100016,570.8065,True
2023-04-02,100016,570.8065,True
2023-04-03,100016,567.2319,False
2023-04-04,100016,561.1622,False
2023-04-05,100016,557.0355,False
2023-04-06,100016,550.7921,False
2023-04-07,100016,557.6109,False
2023-04-08,100016,557.6109,True
2023-04-09,100016,557.6109,True
2023-04-10,100016,565.5706,False
2023-04-11,100016,567.4627,False
2023-04-12,100016,573.9037,False
2023-04-13,100016,574.8786,False
2023-04-14,100016,574.693,False
2023-04-15,100016,574.693,True
2023-04-16,100016,574.693,True
2023-04-17,100016,573.3032,False
2023-04-18,100016,572.031,False
2023-04-19,100016,564.5669,False
2023-04-20,100016,566.1761,False
2023-04-21,100016,566.2668,False
2023-04-22,100016,566.2668,True
2023-04-23,100016,566.2668,True
2023-04-24,100016,570.2955,False
2023-04-25,100016,571.0606,False
2023-04-26,100016,570.536,False
2023-04-27,100016,566.4614,False
2023-04-28,100016,567.1145,False
2023-04-29,100016,567.1145,True
2023-04-30,100016,567.1145,True
2023-05-01,100016,571.1134,False
2023-05-02,100016,565.6753,False
2023-05-03,100016,566.404,False
2023-05-04,100016,567.8622,False
2023-05-05,100016,564.5686,False
2023-05-06,100016,564.5686,True
2023-05-07,100016,564.5686,True
2023-05-08,100016,561.939,False
2023-05-09,100016,563.3736,False
2023-05-10,100016,558.0581,False
2023-05-11,100016,560.0718,False
2023-05-12,100016,555.9534,False
2023-05-13,100016,555.9534,True
2023-05-14,100016,555.9534,True
2023-05-15,100016,561.4787,False
2023-05-16,100016,573.4711,False
2023-05-17,100016,569.4279,False
2023-05-18,100016,572.4122,False
2023-05-19,100016,569.0487,False
2023-05-20,100016,569.0487,True
2023-05-21,100016,569.0487,True
2023-05-22,100016,574.5931,False
2023-05-23,100016,568.5103,False
2023-05-24,100016,571.2196,False
2023-05-25,100016,567.1312,False
2023-05-26,100016,566.3889,False
2023-05-27,100016,566.3889,True
2023-05-28,100016,566.3889,True
2023-05-29,100016,561.5519,False
2023-05-30,100016,565.9312,False
2023-05-31,100016,562.059,False
2023-06-01,100016,565.0931,False
2023-06-02,100016,563.6716,False
2023-06-03,100016,563.6716,True
2023-06-04,100016,563.6716,True
2023-06-05,100016,563.3934,False
2023-06-06,100016,564.4191,False
2023-06-07,100016,560.929,False
2023-06-08,100016,562.2606,False
2023-06-09,100016,570.1945,False
2023-06-10,100016,570.1945,True
2023-06-11,100016,570.1945,True
2023-06-12,100016,566.5874,False
2023-06-13,100016,572.7685,False
2023-06-14,100016,580.6856,False
2023-06-15,100016,576.8184,False
2023-06-16,100016,569.7576,False
2023-06-17,100016,569.7576,True
2023-06-18,100016,569.7576,True
2023-06-19,100016,571.5717,False
2023-06-20,100016,569.1125,False
2023-06-21,100016,578.8674,False
2023-06-22,100016,579.3439,False
2023-06-23,100016,575.5565,False
2023-06-24,100016,575.5565,True
2023-06-25,100016,575.5565,True
2023-06-26,100016,570.057,False
2023-06-27,100016,575.8598,False
2023-06-28,100016,573.262,False
2023-06-29,100016,573.7795,False
2023-06-30,100016,578.9351,False
2023-07-01,100016,578.9351,True
2023-07-02,100016,578.9351,True
2023-07-03,100016,576.7654,False
2023-07-04,100016,576.8293,False
2023-07-05,100016,577.0426,False
2023-07-06,100016,580.8301,False
2023-07-07,100016,584.1654,False
2023-07-08,100016,584.1654,True
2023-07-09,100016,584.1654,True
2023-07-10,100016,583.3333,False
2023-07-11,100016,583.962,False
2023-07-12,100016,582.3508,False
2023-07-13,100016,575.1079,False
2023-07-14,100016,576.7133,False
2023-07-15,100016,576.7133,True
2023-07-16,100016,576.7133,True
2023-07-17,100016,586.7206,False
2023-07-18,100016,582.4661,False
2023-07-19,100016,578.8072,False
2023-07-20,100016,574.6758,False
2023-07-21,100016,578.6584,False
2023-07-22,100016,578.6584,True
2023-07-23,100016,578.6584,True
2023-07-24,100016,581.2514,False
2023-07-25,100016,580.7388,False
2023-07-26,100016,576.3533,False
2023-07-27,100016,577.1207,False
2023-07-28,100016,569.5056,False
2023-07-29,100016,569.5056,True
2023-07-30,100016,569.5056,True
2023-07-31,100016,570.5207,False
2023-08-01,100016,575.2193,False
2023-08-02,100016,569.2005,False
2023-08-03,100016,561.849,False
2023-08-04,100016,570.0239,False
2023-08-05,100016,570.0239,True
2023-08-06,100016,570.0239,True
2023-08-07,100016,567.2493,False
2023-08-08,100016,573.2563,False
2023-08-09,100016,572.7737,False
2023-08-10,100016,572.2513,False
2023-08-11,100016,574.7646,False
2023-08-12,100016,574.7646,True
2023-08-13,100016,574.7646,True
2023-08-14,100016,570.5953,False
2023-08-15,100016,571.5572,False
2023-08-16,100016,569.9315,False
2023-08-17,100016,563.6234,False
2023-08-18,100016,565.5951,False
2023-08-19,100016,565.5951,True
2023-08-20,100016,565.5951,True
2023-08-21,100016,564.5744,False
2023-08-22,100016,564.0841,False
2023-08-23,100016,558.3838,False
2023-08-24,100016,566.5681,False
2023-08-25,100016,571.2603,False
2023-08-26,100016,571.2603,True
2023-08-27,100016,571.2603,True
2023-08-28,100016,576.4358,False
2023-08-29,100016,575.1817,False
2023-08-30,100016,566.7691,False
2023-08-31,100016,576.9127,False
2023-09-01,100016,576.8994,False
2023-09-02,100016,576.8994,True
2023-09-03,100016,576.8994,True
2023-09-04,100016,573.398,False
2023-09-05,100016,575.8066,False
2023-09-06,100016,582.0642,False
2023-09-07,100016,582.2461,False
2023-09-08,100016,589.1525,False
2023-09-09,100016,589.1525,True
2023-09-10,100016,589.1525,True
2023-09-11,100016,595.1135,False
2023-09-12,100016,589.7951,False
2023-09-13,100016,586.6033,False
2023-09-14,100016,591.8832,False
2023-09-15,100016,578.1898,False
2023-09-16,100016,578.1898,True
2023-09-17,100016,578.1898,True
2023-09-18,100016,577.7262,False
2023-09-19,100016,570.7762,False
2023-09-20,100016,568.6757,False
2023-09-21,100016,567.4716,False
2023-09-22,100016,565.9735,False
2023-09-23,100016,565.9735,True
2023-09-24,100016,565.9735,True
2023-09-25,100016,563.5143,False
2023-09-26,100016,558.376,False
2023-09-27,100016,570.0712,False
2023-09-28,100016,579.8367,False
2023-09-29,100016,574.2208,False
2023-09-30,100016,574.2208,True
2023-10-01,100016,574.2208,True
2023-10-02,100016,582.5895,False
2023-10-03,100016,580.8402,False
2023-10-04,100016,581.8024,False
2023-10-05,100016,581.7779,False
2023-10-06,100016,578.7012,False
2023-10-07,100016,578.7012,True
2023-10-08,100016,578.7012,True
2023-10-09,100016,584.0455,False
2023-10-10,100016,584.996,False
2023-10-11,100016,582.8431,False
2023-10-12,100016,576.473,False
2023-10-13,100016,572.2429,False
2023-10-14,100016,572.2429,True
2023-10-15,100016,572.2429,True
2023-10-16,100016,564.3101,False
2023-10-17,100016,564.6621,False
2023-10-18,100016,559.0226,False
2023-10-19,100016,558.0026,False
2023-10-20,100016,565.0774,False
2023-10-21,100016,565.0774,True
2023-10-22,100016,565.0774,True
2023-10-23,100016,571.3805,False
2023-10-24,100016,571.5127,False
2023-10-25,100016,571.3686,False
2023-10-26,100016,581.22,False
2023-10-27,100016,584.1967,False
2023-10-28,100016,584.1967,True
2023-10-29,100016,584.1967,True
2023-10-30,100016,582.8108,False
2023-10-31,100016,575.8241,False
2023-11-01,100016,578.126,False
2023-11-02,100016,582.6704,False
2023-11-03,100016,579.7325,False
2023-11-04,100016,579.7325,True
2023-11-05,100016,579.7325,True
2023-11-06,100016,581.5232,False
2023-11-07,100016,579.9607,False
2023-11-08,100016,579.3189,False
2023-11-09,100016,567.0393,False
2023-11-10,100016,566.2233,False
2023-11-11,100016,566.2233,True
2023-11-12,100016,566.2233,True
2023-11-13,100016,571.3794,False
2023-11-14,100016,568.4997,False
2023-11-15,100016,569.0566,False
2023-11-16,100016,565.5671,False
2023-11-17,100016,567.6605,False
2023-11-18,100016,567.6605,True
2023-11-19,100016,567.6605,True
2023-11-20,100016,566.87,False
2023-11-21,100016,562.4839,False
2023-11-22,100016,569.4269,False
2023-11-23,100016,574.4072,False
2023-11-24,100016,571.6459,False
2023-11-25,100016,571.6459,True
2023-11-26,100016,571.6459,True
2023-11-27,100016,574.4572,False
2023-11-28,100016,577.4842,False
2023-11-29,100016,581.0643,False
2023-11-30,100016,572.7421,False
2023-12-01,100016,578.1473,False
2023-12-02,100016,578.1473,True
2023-12-03,100016,578.1473,True
2023-12-04,100016,575.5467,False
2023-12-05,100016,574.0293,False
2023-12-06,100016,587.8432,False
2023-12-07,100016,589.7144,False
2023-12-08,100016,588.0119,False
2023-12-09,100016,588.0119,True
2023-12-10,100016,588.0119,True
2023-12-11,100016,576.9838,False
2023-12-12,100016,584.4006,False
2023-12-13,100016,577.8064,False
2023-12-14,100016,573.0112,False
2023-12-15,100016,571.634,False
2023-12-16,100016,571.634,True
2023-12-17,100016,571.634,True
2023-12-18,100016,579.1181,False
2023-12-19,100016,583.3816,False
2023-12-20,100016,582.8708,False
2023-12-21,100016,584.7593,False
2023-12-22,100016,581.9713,False
2023-12-23,100016,581.9713,True
2023-12-24,100016,581.9713,True
2023-12-25,100016,582.9892,False
2023-12-26,100016,583.6674,False
2023-12-27,100016,588.9793,False
2023-12-28,100016,594.3311,False
2023-12-29,100016,597.2339,False
2023-12-30,100016,597.2339,True
2023-12-31,100016,597.2339,True
2024-01-01,100016,595.6357,False
2024-01-02,100016,599.8546,False
2024-01-03,100016,599.6775,False
2024-01-04,100016,594.2894,False
2024-01-05,100016,592.485,False
2024-01-06,100016,592.485,True
2024-01-07,100016,592.485,True
2024-01-08,100016,593.2328,False
2024-01-09,100016,598.3226,False
2024-01-10,100016,597.6632,False
2024-01-11,100016,591.6287,False
2024-01-12,100016,592.2302,False
2024-01-13,100016,592.2302,True
2024-01-14,100016,592.2302,True
2024-01-15,100016,593.129,False
2024-01-16,100016,594.4085,False
2024-01-17,100016,599.5594,False
2024-01-18,100016,605.2836,False
2024-01-19,100016,602.4306,False
2024-01-20,100016,602.4306,True
2024-01-21,100016,602.4306,True
2024-01-22,100016,599.4751,False
2024-01-23,100016,594.3074,False
2024-01-24,100016,598.2899,False
2024-01-25,100016,606.2963,False
2024-01-26,100016,604.9258,False
2024-01-27,100016,604.9258,True
2024-01-28,100016,604.9258,True
2024-01-29,100016,603.9507,False
2024-01-30,100016,612.1297,False
2024-01-31,100016,615.1823,False
2024-02-01,100016,617.8723,False
2024-02-02,100016,611.7323,False
2024-02-03,100016,611.7323,True
2024-02-04,100016,611.7323,True
2024-02-05,100016,615.7225,False
2024-02-06,100016,611.0129,False
2024-02-07,100016,605.2447,False
2024-02-08,100016,603.7079,False
2024-02-09,100016,600.907,False
2024-02-10,100016,600.907,True
2024-02-11,100016,600.907,True
2024-02-12,100016,600.0432,False
2024-02-13,100016,592.7717,False
2024-02-14,100016,598.1139,False
2024-02-15,100016,604.4037,False
2024-02-16,100016,594.4189,False
2024-02-17,100016,594.4189,True
2024-02-18,100016,594.4189,True
2024-02-19,100016,599.8798,False
2024-02-20,100016,595.9144,False
2024-02-21,100016,600.7451,False
2024-02-22,100016,600.6923,False
2024-02-23,100016,601.1548,False
2024-02-24,100016,601.1548,True
2024-02-25,100016,601.1548,True
2024-02-26,100016,600.484,False
2024-02-27,100016,607.2508,False
2024-02-28,100016,600.9583,False
2024-02-29,100016,604.5003,False
2024-03-01,100016,610.7152,False
2024-03-02,100016,610.7152,True
2024-03-03,100016,610.7152,True
2024-03-04,100016,614.9028,False
2024-03-05,100016,627.9635,False
2024-03-06,100016,625.3634,False
2024-03-07,100016,630.9909,False
2024-03-08,100016,630.7261,False
2024-03-09,100016,630.7261,True
2024-03-10,100016,630.7261,True
2024-03-11,100016,637.9534,False
2024-03-12,100016,638.2393,False
2024-03-13,100016,636.388,False
2024-03-14,100016,644.0928,False
2024-03-15,100016,641.6375,False
2024-03-16,100016,641.6375,True
2024-03-17,100016,641.6375,True
2024-03-18,100016,634.0199,False
2024-03-19,100016,631.4621,False
2024-03-20,100016,635.2466,False
2024-03-21,100016,643.4252,False
2024-03-22,100016,644.3884,False
2024-03-23,100016,644.3884,True
2024-03-24,100016,644.3884,True
2024-03-25,100016,652.2598,False
2024-03-26,100016,644.8262,False
2024-03-27,100016,642.6418,False
2024-03-28,100016,641.3391,False
2024-03-29,100016,641.0221,False
2024-03-30,100016,641.0221,True
2024-03-31,100016,641.0221,True
2024-04-01,100016,641.8287,False
2024-04-02,100016,646.0847,False
2024-04-03,100016,643.8872,False
2024-04-04,100016,645.0099,False
2024-04-05,100016,645.0859,False
2024-04-06,100016,645.0859,True
2024-04-07,100016,645.0859,True
